Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Lucille Kennedy,Public,Living,Female,Neutral,,,,,Blond,,Marvel,1946,1,3/1/46,
Lynch Mason,No Dual,Living,Male,Bad,,,,,White,,Marvel,1946,1,3/1/46,
Mona Welles,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1946,1,7/1/46,
Morla,Public,Deceased,Female,Bad,,,,,Black,,Marvel,1946,1,9/1/46,
Moudini,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,6/1/46,
Myron Delasco,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1946,1,4/1/46,
Ned Nestor,Public,Living,Male,Bad,,,,,Black,,Marvel,1946,1,8/1/46,
Noah Crane,Public,Living,Male,Neutral,,,,,White,,Marvel,1946,1,3/1/46,
Peter Blake,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,1/1/46,
Peter Sazlo,Secret,Living,Male,Bad,,,,,White,,Marvel,1946,1,9/1/46,
Queen of Crime,Secret,Living,Female,Bad,,,,,Red,,Marvel,1946,1,9/1/46,
Raymond Cartel,Public,Living,Male,Bad,,,,,White,,Marvel,1946,1,3/1/46,
Robe,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1946,1,2/1/46,
Rodney Adams,Public,Living,Male,Neutral,,,,,Blond,,Marvel,1946,1,3/1/46,
Roger Sharmine,Secret,Living,Male,Bad,,,,,Black,,Marvel,1946,1,9/1/46,
Sardu the Mystic,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1946,1,5/1/46,
Sensitivo,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,4/1/46,Andrew
Silk Stocking Strangler,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1946,1,6/1/46,
Simon Knell,Secret,Living,Male,Bad,,,,,White,,Marvel,1946,1,6/1/46,
Sonny Fenton,Secret,Living,Male,Bad,,,,,,,Marvel,1946,1,9/1/46,
Spiderman,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1946,1,12/1/46,1940s
Steeley,Public,Living,Male,Bad,,,,,Bald,,Marvel,1946,1,7/1/46,
Tom Hendricks,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1946,1,6/1/46,
Tommy Wilkins,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1946,1,2/1/46,
Tony Sloan,No Dual,Living,Male,Bad,,,,,White,,Marvel,1946,1,3/1/46,
Trigger,Public,Living,Male,Bad,,,,,Black,,Marvel,1946,1,3/1/46,
Walt Neilson,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1946,1,3/1/46,
Whiting,No Dual,Living,Male,Good,,,,,Black,,Marvel,1946,1,6/1/46,
Abara and Cadabra,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,10/1/47,
Acrobat,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,10/1/47,1940s
Acrobat,,Living,Male,,,,,,,,Marvel,1977,1,8/1/77,Spider-Squad
Andrew Webster,,Living,Male,Bad,,,,,,,Marvel,1947,1,6/1/47,
Baron Frankenstein,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,6/1/47,
Benny Elton,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1947,1,5/1/47,
Black Baron,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,5/1/47,1940s
Bruce Fearing,No Dual,Deceased,Male,Neutral,,,,,Black,,Marvel,1947,1,7/1/47,
Catman,Secret,Deceased,Male,Bad,,,,,,,Marvel,1947,1,1/1/47,Mental Patient
Corsair,Secret,Living,Male,Bad,,191,79,Brown,Black,,Marvel,1947,1,3/1/47,Pirate
D. Mencha,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,9/1/47,
Ed Clements,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1947,1,1/1/47,
Ed Sampson,No Dual,Deceased,Male,Bad,,,,,Red,,Marvel,1947,1,9/1/47,
Edgar Elliot,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Elaine Clayton,No Dual,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1947,1,9/1/47,
Gallery,Public,Living,Male,Bad,,,,,,,Marvel,1947,1,3/1/47,
Helen Hale,No Dual,Deceased,Female,Neutral,,,,,Brown,,Marvel,1947,1,3/1/47,
Henry Oliver,Public,Living,Male,Bad,,,,,Orange,,Marvel,1947,1,12/1/47,
Hillary King,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1947,1,3/1/47,
Hubert Humperdinck,No Dual,Deceased,Male,Neutral,,,,,Brown,,Marvel,1947,1,12/1/47,
Hyram Heale,,Living,Male,Bad,,,,,Black,,Marvel,1947,1,1/1/47,
Jack Jordan,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1947,1,3/1/47,
Jack Jordan,,Living,Male,Good,,,,,Brown,,DC,1961,28,12/1/61,
Jade Nelson,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Jane Newell,No Dual,Living,Female,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
John J. Curtis,No Dual,Living,Male,Neutral,,,,,White,,Marvel,1947,1,7/1/47,
John Williamson,Public,Living,Male,Neutral,,,,,Black,,Marvel,1947,1,3/1/47,
John Williamson,Public,Living,Male,,,,,,Black,,DC,2004,6,10/1/04,
Joyce Clayton,No Dual,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1947,1,9/1/47,
Joyce Curtis,No Dual,Living,Female,Neutral,,,,,Black,,Marvel,1947,1,7/1/47,
Kelsey Riordan,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Kenneth Stanton,Secret,Living,Male,Bad,,,,,White,,Marvel,1947,1,7/1/47,
King Leer,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,10/1/47,
Laughing Boy,Secret,Living,Male,Bad,,,,,Grey,,Marvel,1947,1,3/1/47,
Leonard Lajo,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,6/1/47,
Lydia Kenny,No Dual,Living,Female,Bad,,,,,Black,,Marvel,1947,1,5/1/47,
Oscar Tooley,Public,Living,Male,Good,,,,,Black,,Marvel,1947,1,6/1/47,
Pirate Fletcher,Public,Living,Male,Bad,,,,,,,Marvel,1947,1,9/1/47,
Porky Potter,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1947,1,9/1/47,
Professor Ramsey,Public,Deceased,Male,Neutral,,,,,Brown,,Marvel,1947,1,3/1/47,
Quentin Ford,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,1/1/47,
Ralph Mortimer,No Dual,Deceased,Male,Neutral,,,,,Black,,Marvel,1947,1,3/1/47,
Redcoat,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1947,1,3/1/47,
Robert Newell,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1947,1,3/1/47,
Ross Palmer,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1947,1,12/1/47,
Roy Clark,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,1/1/47,
Roy James,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Sari Tartar,Public,Living,,Bad,,,,,Black,,Marvel,1947,1,10/1/47,
Sidney Onselm,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1947,1,6/1/47,
Sidney Otis,No Dual,Living,Male,Bad,,,,,Bald,,Marvel,1947,1,1/1/47,
Silas Stevens,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Sparkles Labelle,Public,Living,Female,Bad,,,,,Black,,Marvel,1947,1,10/1/47,
Spectacles,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947,1,6/1/47,
Starra,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1947,1,12/1/47,
Stillface,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1947,1,12/1/47,
Sultan of Bangook,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,12/1/47,
Sun Yat,Public,Living,Male,Neutral,,,,,White,,Marvel,1947,1,12/1/47,
Susan Dane,Public,Living,Female,Neutral,,,,,Black,,Marvel,1947,1,3/1/47,
Thief of Bagdad,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,10/1/47,
Tom Clayton,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947,1,9/1/47,
Vincent King,Public,Deceased,Male,Neutral,,,,,,,Marvel,1947,1,6/1/47,
Waldo Evans,Public,Living,Male,Bad,,,,,Black,,Marvel,1947,1,3/1/47,
Walter Clark,No Dual,Deceased,Male,Neutral,,,,,Grey,,Marvel,1947,1,1/1/47,
White Flower,Secret,Living,Female,Bad,,,,,Red,,Marvel,1947,1,12/1/47,
Yvette Bourbon,Secret,Deceased,Female,Bad,,,,,White,,Marvel,1947,1,6/1/47,
Zagana,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947,1,5/1/47,
Ace Turmbull,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1948,1,10/1/48,
Alice Graham,No Dual,Living,Female,Neutral,,,,,Black,,Marvel,1948,1,7/1/48,
Billy Glow,No Dual,Deceased,Male,Good,,,,,White,,Marvel,1948,1,8/1/48,
Blackie Malkin,No Dual,Deceased,,Bad,,,,,Black,,Marvel,1948,1,8/1/48,
Bokk,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,12/1/48,
Bowery Bennie,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,5/1/48,
Bull Gresham,No Dual,Deceased,Male,Bad,,,,Blue,Brown,,Marvel,1948,1,12/1/48,
Canyon Pete,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,6/1/48,
Cecil Babylon,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,7/1/48,
Chester Berry,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,10/1/48,
Curly,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1948,1,12/1/48,fisherman
Damon Malone,Secret,Deceased,Male,Bad,,,,,Red,,Marvel,1948,1,3/1/48,
David Larnum,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,7/1/48,
Demarest Dodds,Public,Living,Male,Neutral,,,,Blue,White,,Marvel,1948,1,10/1/48,
Denton Smith,Public,Living,Male,Bad,,,,,Bald,,Marvel,1948,1,7/1/48,
Doctor Demise,Public,Living,Female,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Doctor Drearr,Public,Deceased,Male,Bad,,,,,White,,Marvel,1948,1,8/1/48,
Doctor Macabre,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,3/1/48,
Dora Scott,Public,Living,,Bad,,,,,Blond,,Marvel,1948,1,9/1/48,
Durango the Killer,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Ekho,Secret,Living,Female,,,,,,Black,,Marvel,1948,1,12/1/48,
Elistis Diggenwell,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,11/1/48,
Eric Hodges,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1948,1,3/1/48,
Eric Kesselwolfe,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948,1,2/1/48,
Frank Carver,Public,Living,Male,Neutral,,,,,White,,Marvel,1948,1,9/1/48,
Gambler,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,7/1/48,
Georgie Jenkins,Public,Living,Male,Good,,,,,Red,,Marvel,1948,1,11/1/48,
Granite Bandit,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,12/1/48,Carelli
Henry Enwhistle,Public,Living,Male,Good,,,,,Brown,,Marvel,1948,1,12/1/48,
Hiram King,Public,Living,Male,Neutral,,,,,White,,Marvel,1948,1,10/1/48,
Horatio,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1948,1,9/1/48,
Ignatius Fowler,Public,Living,Male,Bad,,,,,Grey,,Marvel,1948,1,7/1/48,
Imp in the Violin,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,1948,1,12/1/48,
Jack Bartley,No Dual,Living,Male,Good,,,,,Brown,,Marvel,1948,1,1/1/48,
Jackie Starr,Public,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1948,1,6/1/48,
Jerry Malcom,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,10/1/48,
Jester II,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,1/1/48,
Jim Torrence,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,12/1/48,
Joe Mallon,Public,Living,Male,Neutral,,,,,White,,Marvel,1948,1,9/1/48,
Joey Milton,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1948,1,8/1/48,
John Harris,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,12/1/48,
John Jacob Gilligan,Secret,Living,Male,Good,,,,,Blond,,Marvel,1948,1,12/1/48,
Johnny Revere,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1948,1,8/1/48,
Juan Luis Fernandez,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,11/1/48,
Karlak,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,8/1/48,
Killer,,Deceased,Male,Bad,,,,,,,Marvel,1948,1,11/1/48,
Killer,Public,Deceased,,Bad,,,,,,,Marvel,1954,1,7/1/54,Jungle Creature
Kim Lewis,Secret,Living,Female,Neutral,,,,,Black,,Marvel,1948,1,12/1/48,
Lenora Moore,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1948,1,4/1/48,
Luther McCoy,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,12/1/48,
Magda Malone,Public,Living,Female,Good,,,,Blue,Black,,Marvel,1948,1,3/1/48,
Mister Zrr,Secret,Living,Male,Good,,,,,White,,Marvel,1948,1,7/1/48,
Mort Morbid,,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,11/1/48,
Morton Muse,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948,1,11/1/48,
Narcissus,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1948,1,12/1/48,
Narcissus,Secret,Living,Male,Neutral,,,,Black,Black,,DC,2009,6,6/1/09,
Nick Gaynor,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Nick Iona,Public,Living,Male,Neutral,,,,,Blond,,Marvel,1948,1,10/1/48,
Omar and his Dummy,Public,Living,,Bad,,,,,Brown,,Marvel,1948,1,2/1/48,
Peppo LaRue,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948,1,12/1/48,
Phil Brady,No Dual,Living,Male,Bad,,,,,,,Marvel,1948,1,5/1/48,
Prester Jim,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1948,1,4/1/48,
Pretty Face Grimes,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Professor Wagstaff,Secret,Living,Male,Bad,,,,,White,,Marvel,1948,1,4/1/48,
Red Coyote,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,6/1/48,
Robert Dammer,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1948,1,9/1/48,
Ronnie Dowell,Public,Living,Male,Good,,,,,Brown,,Marvel,1948,1,6/1/48,
Scotti Warren,Public,Living,Male,Good,,,,,Black,,Marvel,1948,1,7/1/48,
Snake Wilson,Public,Living,Male,Bad,,,,,Black,,Marvel,1948,1,10/1/48,
Spade Brown,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Squint Johnson,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,8/1/48,
Swami Krishna,Secret,Living,Male,Bad,,,,Blue,White,,Marvel,1948,1,7/1/48,
Tattler,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948,1,7/1/48,
Ted Sparks,Secret,Living,Male,Good,,,,,Blond,,Marvel,1948,1,7/1/48,
Timmy Jordan,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948,1,9/1/48,
Torpedo Turner,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1948,1,6/1/48,
Turtle,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1948,1,2/1/48,
Turtle,Secret,Living,Male,Bad,,,,Blue,Grey,,DC,1945,18,12/1/45,
Tut-Ak-Mun,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948,1,10/1/48,
Whip Coady,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948,1,8/1/48,
Willie Flower,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1948,1,5/1/48,
Andy Opp,Public,Living,Male,Good,,,,,White,,Marvel,1949,1,6/1/49,
Bardello,Secret,Living,Male,Bad,,,,,Black,,Marvel,1949,1,6/1/49,
Baron,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1949,1,6/1/49,American Frontier
Borkor,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1949,1,2/1/49,
Brain,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1949,1,11/1/49,Business Man
Brain,Secret,Living,Male,Bad,,,,,,,DC,1964,77,3/1/64,
Brain Monster,Public,Deceased,,Bad,,,,,,,Marvel,1949,1,1/1/49,
Calico Kid,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949,1,4/1/49,
Carl Tuesday,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1949,1,11/1/49,
Daphne,Public,Living,Female,Good,,,,,Red,,Marvel,1949,1,6/1/49,
Dizzy Daze,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1949,1,4/1/49,
Doctor Dill,Public,Living,Male,Bad,,,,,Black,,Marvel,1949,1,4/1/49,
Dream Master,Secret,Living,Male,Bad,,,,,Black,,Marvel,1949,1,7/1/49,
Ed Hugo,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949,1,5/1/49,
Fargo Kid,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949,1,4/1/49,
Harry S. Truman,Public,Deceased,Male,Neutral,,,,,White,,Marvel,1949,1,1/1/49,
Harry S. Truman,,Living,Male,Good,,,,,White,,DC,1984,9,1/1/84,
Herman Dull,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1949,1,8/1/49,
Iron Brain,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1949,1,2/1/49,
John Dolan,Public,Living,Male,Neutral,,,,Blue,Blond,,Marvel,1949,1,5/1/49,
John Dolan,Public,Living,Male,Bad,,,,,Brown,,DC,1961,1,8/1/61,Earth-One
John Harrington,Public,Living,Male,Bad,,,,,Black,,Marvel,1949,1,6/1/49,
Josh Mundy,Secret,Deceased,Male,Good,,,,,White,,Marvel,1949,1,7/1/49,
Joya,Public,Living,Female,Bad,,,,Brown,Black,,Marvel,1949,1,9/1/49,
Kulto,Public,Living,Male,Neutral,,,,,Black,,Marvel,1949,1,1/1/49,
Leda,Public,Living,Female,Good,,,,,Blond,,Marvel,1949,1,4/1/49,
Lincoln Quantrell,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1949,1,10/1/49,
Mantog,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1949,1,8/1/49,
Mark Funny,Public,Living,Male,Bad,,,,,Black,,Marvel,1949,1,1/1/49,
Mike Roden,No Dual,Living,Male,Bad,,,,,Bald,,Marvel,1949,1,4/1/49,
Nagorbu,Public,Living,Male,Bad,,,,,Brown,,Marvel,1949,1,4/1/49,
Narvick,Public,Living,Male,Bad,,,,,White,,Marvel,1949,1,6/1/49,
Professor Grimm,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1949,1,2/1/49,
Prunella Hawkins,Secret,Living,Female,Bad,,,,,Grey,,Marvel,1949,1,1/1/49,
Red John,Public,Deceased,Male,Bad,,,,,Red,,Marvel,1949,1,6/1/49,
Scarecrow,Secret,Deceased,Male,Bad,Human,183,63,Blue,Black,,Marvel,1949,1,5/1/49,Outlaw
Shuffler,Public,Living,Male,Bad,,,,,Black,,Marvel,1949,1,8/1/49,
Sigmund Adler,Public,Living,Male,Good,,,,,Grey,,Marvel,1949,1,5/1/49,
Space Monster,Secret,Living,,Bad,,,,,,,Marvel,1949,1,2/1/49,
Squire Bones,Public,Living,Male,Bad,,,,Blue,Black,,Marvel,1949,1,1/1/49,
Tod Sultan,Public,Deceased,Male,Bad,,,,,Red,,Marvel,1949,1,8/1/49,
Tolan,No Dual,Living,Male,Good,,,,,White,,Marvel,1949,1,4/1/49,
Belle Raven,Secret,Living,Female,Bad,,,,,Black,,Marvel,1950,1,6/1/50,
Brown Toad,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950,1,11/1/50,
Crooked Knife,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950,1,11/1/50,
Major Tyrell,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1950,1,11/1/50,
Marvin Klee,Public,Living,Male,Good,,,,,Brown,,Marvel,1950,1,5/1/50,
Michael Templar,Public,Living,Male,Good,,,,,Brown,,Marvel,1950,1,11/1/50,
Professor Buffanoff,Public,Deceased,Male,Good,,,,,Black,,Marvel,1950,1,11/1/50,
Professor Chalis,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950,1,3/1/50,
Red Wolf,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950,1,2/1/50,American Frontier
Whip Wilson,Public,Living,Male,Good,,,,,,,Marvel,1950,1,4/1/50,
Zoroba,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1950,1,5/1/50,
Adonis,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1951,1,6/1/51,
Black Cougar,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1951,1,9/1/51,
Brag Beaver,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1951,1,7/1/51,
Creeping Death,Public,Deceased,,Bad,,,,,,,Marvel,1951,1,4/1/51,
Flint Shearing,Public,Living,Male,Bad,,,,,Black,,Marvel,1951,1,7/1/51,
Franz Heinrich,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1951,1,6/1/51,
Harry Snedly,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1951,1,2/1/51,
Howling Wolf,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951,1,1/1/51,
Jerome Lenz,Public,Living,Male,Bad,,,,,Brown,,Marvel,1951,1,8/1/51,
Jimmy Rogers,Public,Living,Male,Good,,,,,Brown,,Marvel,1951,1,12/1/51,
John Dark,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951,1,4/1/51,
Madame la Morte,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1951,1,6/1/51,
Marquis de Lassus,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1951,1,5/1/51,
Marvo,Public,Living,Male,Bad,,,,,Black,,Marvel,1951,1,2/1/51,
Mister Natas,Public,Living,Male,Bad,,,,,Brown,,Marvel,1951,1,10/1/51,
Omar Khayam Rasch,Public,Living,Male,Bad,,,,,Black,,Marvel,1951,1,4/1/51,
Orion Rex,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1951,1,8/1/51,
Ossawa,Public,Deceased,Female,Bad,,,,,,,Marvel,1951,1,3/1/51,
Phantom of Massacre Gulch,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1951,1,3/1/51,Tully
Phantom Rider,Secret,Living,Male,Bad,,,,,Black,,Marvel,1951,1,7/1/51,Carson
Professor Zorsky,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951,1,8/1/51,
Raoul Hamud,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1951,1,6/1/51,
Serpent,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1951,1,8/1/51,1950s
Sylvia Corpo,Public,Deceased,Female,Bad,,,,,,,Marvel,1951,1,10/1/51,
Box of Doom,Secret,Deceased,,Bad,,,,,,,Marvel,1952,1,4/1/52,
Demon from the Deep,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1952,1,4/1/52,
Don Jose Del Iturbide,Secret,Living,Male,Good,,,,,Black,,Marvel,1952,1,12/1/52,
Jasper Sandstorm,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1952,1,1/1/52,
Natchez Nate,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1952,1,12/1/52,
Rhode,Secret,Living,Female,Bad,,,,Blue,Black,,Marvel,1952,1,2/1/52,
Simon Leech,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1952,1,7/1/52,
Black Ogre,Secret,Living,Male,Neutral,,,,,,,Marvel,1953,1,4/1/53,
Devil of the Lagoon,Public,Deceased,,Bad,,,,,,,Marvel,1953,1,12/1/53,
Hatchet Haines,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1953,1,11/1/53,
Marty Mallen,,Living,Male,Bad,,,,Black,,,Marvel,1953,1,4/1/53,
Numa,No Dual,Living,Male,Neutral,,,,,,,Marvel,1953,1,7/1/53,
Rudy Rudolph,Secret,Living,Male,Bad,,,,Blue,Grey,,Marvel,1953,1,12/1/53,
Shang-Ti,Secret,Living,Male,Good,,,,,,,Marvel,1953,1,5/1/53,
Terrance Logan,,Living,Male,Neutral,,,,,Bald,,Marvel,1953,1,8/1/53,
Tiger of Tokchon,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1953,1,4/1/53,
Toto,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1953,1,12/1/53,
Ukaki,Secret,Living,,Neutral,,,,,,,Marvel,1953,1,7/1/53,
Bloody Mary,Public,Living,Female,Bad,,,,,Black,,Marvel,1954,1,4/1/54,
Crow Kessler,Secret,Deceased,Male,Bad,,,,,,,Marvel,1954,1,1/1/54,
Dan Carlisle,No Dual,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1954,1,4/1/54,
Dawn Star,Public,Deceased,Female,Good,,,,,Black,,Marvel,1954,1,8/1/54,
Dean Prentiss,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1954,1,6/1/54,
Doctor Markov,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1954,1,2/1/54,
Elmer,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1954,1,8/1/54,
Flame Witch,Secret,Living,Female,Bad,,,,,Red,,Marvel,1954,1,12/1/54,
Gau,Secret,Living,Male,Neutral,,,,,Black,,Marvel,1954,1,3/1/54,
Ghost of the Antarctic,Secret,Living,Female,Neutral,,,,,,,Marvel,1954,1,6/1/54,
Green Dragon,Public,Living,Male,,,,,Black,,,Marvel,1954,1,9/1/54,
Hangnam Hannah,Public,Living,Female,Bad,,,,,Black,,Marvel,1954,1,8/1/54,
Juan Dos Rios,Public,Living,Male,Good,,,,,Black,,Marvel,1954,1,1/1/54,
Kativa,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1954,1,5/1/54,
King Crocodile,No Dual,Living,Male,Neutral,,,,,,,Marvel,1954,1,4/1/54,
Lupa Lupoff,Secret,Deceased,Female,Bad,,,,,Blond,,Marvel,1954,1,2/1/54,
Mad Dog Murdock,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1954,1,10/1/54,
Mamalu,Secret,Living,Female,Bad,,,,,Black,,Marvel,1954,1,2/1/54,
Maynard Murrel,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1954,1,7/1/54,
Monster from the Deep,,Deceased,,Bad,,,,,,,Marvel,1954,1,11/1/54,
Professor Marko,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1954,1,8/1/54,
Professor Zunbar,Public,Living,Male,Bad,,,,,Bald,,Marvel,1954,1,8/1/54,
Queen of the Sub-Sea Realm,Secret,Deceased,Female,Bad,,,,,Red,,Marvel,1954,1,6/1/54,
Red Poppy,Secret,Living,Female,Bad,,,,,Black,,Marvel,1954,1,8/1/54,
